Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Web,Chrome 101.0.4951.54,,,2022-05-12 14:47:14,2022-05-12 14:59:13,11m - 59.313s,FAILED
,,,,,,,
Test Cases/WEB/Homepage/DetailProduct,Chrome 101.0.4951.54,,,2022-05-12 14:47:14,2022-05-12 14:47:27,12.232s,PASSED
"openBrowser("""")",Chrome 101.0.4951.54,,,2022-05-12 14:47:15,2022-05-12 14:47:18,3.398s,PASSED
"navigateToUrl(""https://qa.alta.id/"")",Chrome 101.0.4951.54,,,2022-05-12 14:47:18,2022-05-12 14:47:21,2.778s,PASSED
"name = getText(findTestObject(""WEB/Homepage/DetailProduct/HP_name""))",Chrome 101.0.4951.54,,,2022-05-12 14:47:21,2022-05-12 14:47:25,3.703s,PASSED
"click(findTestObject(""WEB/Homepage/DetailProduct/button_Detail""))",Chrome 101.0.4951.54,,,2022-05-12 14:47:25,2022-05-12 14:47:25,0.504s,PASSED
"d_name = getText(findTestObject(""WEB/Homepage/DetailProduct/Detail_name""))",Chrome 101.0.4951.54,,,2022-05-12 14:47:25,2022-05-12 14:47:27,1.255s,PASSED
"verifyEqual(name, d_name)",Chrome 101.0.4951.54,,,2022-05-12 14:47:27,2022-05-12 14:47:27,0.041s,PASSED
,,,,,,,
Test Cases/WEB/Homepage/FilterByCategory,Chrome 101.0.4951.54,,,2022-05-12 14:47:27,2022-05-12 14:48:40,1m - 13.829s,FAILED
"openBrowser("""")",Chrome 101.0.4951.54,,,2022-05-12 14:47:27,2022-05-12 14:47:27,0.003s,NOT_RUN
"navigateToUrl(""https://qa.alta.id/"")",Chrome 101.0.4951.54,,,2022-05-12 14:47:27,2022-05-12 14:47:27,0.001s,NOT_RUN
"click(findTestObject(""WEB/Homepage/SelectCategory/select_category""))",Chrome 101.0.4951.54,,,2022-05-12 14:47:27,2022-05-12 14:47:27,0.391s,PASSED
"click(findTestObject(""WEB/Homepage/SelectCategory/div_kesehatan""))",Chrome 101.0.4951.54,,,2022-05-12 14:47:27,2022-05-12 14:48:09,41.699s,FAILED
"verifyElementPresent(findTestObject(""WEB/Homepage/SelectCategory/product_empty""), 0)",Chrome 101.0.4951.54,,,2022-05-12 14:48:09,2022-05-12 14:48:40,31.364s,FAILED
,,,,,,,
Test Cases/WEB/Homepage/CloseSelectCategory,Chrome 101.0.4951.54,,,2022-05-12 14:48:41,2022-05-12 14:49:18,37.182s,FAILED
"click(findTestObject(""WEB/Homepage/SelectCategory/close_category""))",Chrome 101.0.4951.54,,,2022-05-12 14:48:41,2022-05-12 14:49:14,33.569s,FAILED
"verifyElementPresent(findTestObject(""WEB/Homepage/SelectCategory/product_element_nocategory""), 2)",Chrome 101.0.4951.54,,,2022-05-12 14:49:14,2022-05-12 14:49:18,3.268s,FAILED
,,,,,,,
Test Cases/WEB/Auth/Login_Success,Chrome 101.0.4951.54,,,2022-05-12 14:49:18,2022-05-12 14:50:00,42.662s,PASSED
"openBrowser("""")",Chrome 101.0.4951.54,,,2022-05-12 14:49:18,2022-05-12 14:49:20,2.229s,PASSED
"navigateToUrl(""https://qa.alta.id/"")",Chrome 101.0.4951.54,,,2022-05-12 14:49:20,2022-05-12 14:49:24,3.968s,PASSED
"click(findTestObject(""WEB/Auth/Login/login_ico""))",Chrome 101.0.4951.54,,,2022-05-12 14:49:24,2022-05-12 14:49:28,3.498s,PASSED
"setText(findTestObject(""WEB/Auth/Login/email_txtbox""), ""salsabila@gmail.com"")",Chrome 101.0.4951.54,,,2022-05-12 14:49:28,2022-05-12 14:49:29,1.311s,PASSED
"setText(findTestObject(""WEB/Auth/Login/password_txtbox""), ""salsabila"")",Chrome 101.0.4951.54,,,2022-05-12 14:49:29,2022-05-12 14:49:30,0.763s,PASSED
"click(findTestObject(""WEB/Auth/Login/login_btn""))",Chrome 101.0.4951.54,,,2022-05-12 14:49:30,2022-05-12 14:49:30,0.387s,PASSED
"verifyElementPresent(findTestObject(""WEB/Auth/Logout/user_ico""), 2, CONTINUE_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-12 14:49:30,2022-05-12 14:50:00,30.181s,PASSED
,,,,,,,
Test Cases/WEB/Homepage/AddToCart,Chrome 101.0.4951.54,,,2022-05-12 14:50:00,2022-05-12 14:50:09,8.251s,PASSED
"callTestCase(findTestCase(""WEB/Auth/Login_Success""), [:], CONTINUE_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-12 14:50:01,2022-05-12 14:50:01,0.001s,NOT_RUN
"navigateToUrl(""https://qa.alta.id/"")",Chrome 101.0.4951.54,,,2022-05-12 14:50:01,2022-05-12 14:50:01,0.334s,PASSED
"click(findTestObject(""WEB/Homepage/AddToCart/button_Beli""))",Chrome 101.0.4951.54,,,2022-05-12 14:50:01,2022-05-12 14:50:06,5.098s,PASSED
"name = getText(findTestObject(""WEB/Homepage/AddToCart/div_name""))",Chrome 101.0.4951.54,,,2022-05-12 14:50:06,2022-05-12 14:50:07,0.484s,PASSED
"click(findTestObject(""WEB/Homepage/AddToCart/button_Cart""))",Chrome 101.0.4951.54,,,2022-05-12 14:50:07,2022-05-12 14:50:07,0.553s,PASSED
"cName = getText(findTestObject(""WEB/Homepage/AddToCart/div_cartName""))",Chrome 101.0.4951.54,,,2022-05-12 14:50:07,2022-05-12 14:50:08,1.091s,PASSED
"verifyEqual(name, cName)",Chrome 101.0.4951.54,,,2022-05-12 14:50:08,2022-05-12 14:50:08,0.004s,PASSED
"verifyElementText(findTestObject(""WEB/Homepage/AddToCart/jml_product""), ""1"")",Chrome 101.0.4951.54,,,2022-05-12 14:50:08,2022-05-12 14:50:09,0.367s,PASSED
,,,,,,,
Test Cases/WEB/Homepage/IncreaseQuantity,Chrome 101.0.4951.54,,,2022-05-12 14:50:09,2022-05-12 14:50:12,2.890s,PASSED
