Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
03_Auth,,,,2022-05-10 23:41:26,2022-05-10 23:41:36,10.149s,FAILED
,,,,,,,
Test Cases/REST_API/03_Auth/TC01_Register,,,,2022-05-10 23:41:26,2022-05-10 23:41:29,2.680s,FAILED
"Response = sendRequest(findTestObject(""REST_API/03_Auth/Register""))",,,,2022-05-10 23:41:27,2022-05-10 23:41:29,1.924s,PASSED
"verifyResponseStatusCode(Response, 200)",,,,2022-05-10 23:41:29,2022-05-10 23:41:29,0.047s,FAILED
"verifyElementPropertyValue(Response, ""data.Fullname"", ""Alex Under"")",,,,2022-05-10 23:41:29,2022-05-10 23:41:29,0.125s,FAILED
,,,,,,,
Test Cases/REST_API/03_Auth/TC02_RegisterEmptyEmail,,,,2022-05-10 23:41:29,2022-05-10 23:41:30,0.979s,PASSED
"Response = sendRequest(findTestObject(""REST_API/03_Auth/Register_EmptyEmail""))",,,,2022-05-10 23:41:30,2022-05-10 23:41:30,0.394s,PASSED
"verifyResponseStatusCode(Response, 400)",,,,2022-05-10 23:41:30,2022-05-10 23:41:30,0.016s,PASSED
"verifyElementPropertyValue(Response, ""error"", ""email is required"")",,,,2022-05-10 23:41:30,2022-05-10 23:41:30,0.031s,PASSED
,,,,,,,
Test Cases/REST_API/03_Auth/TC03_RegisterEmptyName,,,,2022-05-10 23:41:30,2022-05-10 23:41:31,0.757s,PASSED
"Response = sendRequest(findTestObject(""REST_API/03_Auth/Register_EmptyName""))",,,,2022-05-10 23:41:30,2022-05-10 23:41:31,0.405s,PASSED
"verifyResponseStatusCode(Response, 400)",,,,2022-05-10 23:41:31,2022-05-10 23:41:31,0.014s,PASSED
"verifyElementPropertyValue(Response, ""error"", ""fullname is required"")",,,,2022-05-10 23:41:31,2022-05-10 23:41:31,0.031s,PASSED
,,,,,,,
Test Cases/REST_API/03_Auth/TC04_RegisterEmptyPassword,,,,2022-05-10 23:41:31,2022-05-10 23:41:32,0.730s,PASSED
"Response = sendRequest(findTestObject(""REST_API/03_Auth/Register_EmptyPassword""))",,,,2022-05-10 23:41:31,2022-05-10 23:41:32,0.350s,PASSED
"verifyResponseStatusCode(Response, 400)",,,,2022-05-10 23:41:32,2022-05-10 23:41:32,0.000s,PASSED
"verifyElementPropertyValue(Response, ""error"", ""password is required"")",,,,2022-05-10 23:41:32,2022-05-10 23:41:32,0.031s,PASSED
,,,,,,,
Test Cases/REST_API/03_Auth/TC05_RegisterWithRegisteredEmail,,,,2022-05-10 23:41:32,2022-05-10 23:41:32,0.692s,PASSED
"Response = sendRequest(findTestObject(""REST_API/03_Auth/Register_RegisteredEmail""))",,,,2022-05-10 23:41:32,2022-05-10 23:41:32,0.333s,PASSED
"verifyResponseStatusCode(Response, 400)",,,,2022-05-10 23:41:32,2022-05-10 23:41:32,0.000s,PASSED
"verifyElementPropertyValue(Response, ""error"", ""ERROR: duplicate key value violates unique constraint ""users_email_key"" (SQLSTATE 23505)"")",,,,2022-05-10 23:41:32,2022-05-10 23:41:32,0.038s,PASSED
,,,,,,,
Test Cases/REST_API/03_Auth/TC06_Login,,,,2022-05-10 23:41:32,2022-05-10 23:41:33,0.811s,PASSED
"Response = sendRequest(findTestObject(""REST_API/03_Auth/Login""))",,,,2022-05-10 23:41:33,2022-05-10 23:41:33,0.375s,PASSED
"verifyResponseStatusCode(Response, 200)",,,,2022-05-10 23:41:33,2022-05-10 23:41:33,0.000s,PASSED
"verifyElementPropertyValue(Response, ""data"", ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJGdWxsbmFtZSI6IiAiLCJFbWFpbCI6InNhbHNhYmlsYUBnbWFpbC5jb20ifQ.bFDWh__G0S0QFNpiprotKPnDgDwgZS6ZOiS8Z7108AQ"")",,,,2022-05-10 23:41:33,2022-05-10 23:41:33,0.058s,PASSED
,,,,,,,
Test Cases/REST_API/03_Auth/TC07_LoginEmptyEmail,,,,2022-05-10 23:41:33,2022-05-10 23:41:34,0.664s,PASSED
"Response = sendRequest(findTestObject(""REST_API/03_Auth/Login_EmptyEmail""))",,,,2022-05-10 23:41:34,2022-05-10 23:41:34,0.312s,PASSED
"verifyResponseStatusCode(Response, 400)",,,,2022-05-10 23:41:34,2022-05-10 23:41:34,0.000s,PASSED
"verifyElementPropertyValue(Response, ""error"", ""email is required"")",,,,2022-05-10 23:41:34,2022-05-10 23:41:34,0.032s,PASSED
,,,,,,,
Test Cases/REST_API/03_Auth/TC08_LoginEmptyPassword,,,,2022-05-10 23:41:34,2022-05-10 23:41:35,0.800s,PASSED
"Response = sendRequest(findTestObject(""REST_API/03_Auth/Login_EmptyPassword""))",,,,2022-05-10 23:41:34,2022-05-10 23:41:35,0.333s,PASSED
"verifyResponseStatusCode(Response, 400)",,,,2022-05-10 23:41:35,2022-05-10 23:41:35,0.016s,PASSED
"verifyElementPropertyValue(Response, ""error"", ""password is required"")",,,,2022-05-10 23:41:35,2022-05-10 23:41:35,0.031s,PASSED
,,,,,,,
Test Cases/REST_API/03_Auth/TC09_LoginInvalidEmail,,,,2022-05-10 23:41:35,2022-05-10 23:41:35,0.814s,PASSED
"Response = sendRequest(findTestObject(""REST_API/03_Auth/Login_InvalidEmail""))",,,,2022-05-10 23:41:35,2022-05-10 23:41:35,0.351s,PASSED
"verifyResponseStatusCode(Response, 400)",,,,2022-05-10 23:41:35,2022-05-10 23:41:35,0.011s,PASSED
