Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Web,Chrome 101.0.4951.54,,,2022-05-12 13:29:35,2022-05-12 13:32:28,2m - 53.519s,FAILED
,,,,,,,
Test Cases/WEB/Homepage/DetailProduct,Chrome 101.0.4951.54,,,2022-05-12 13:29:35,2022-05-12 13:29:48,12.419s,PASSED
"openBrowser("""")",Chrome 101.0.4951.54,,,2022-05-12 13:29:36,2022-05-12 13:29:39,3.414s,PASSED
"navigateToUrl(""https://qa.alta.id/"")",Chrome 101.0.4951.54,,,2022-05-12 13:29:39,2022-05-12 13:29:42,2.840s,PASSED
"name = getText(findTestObject(""WEB/Homepage/DetailProduct/HP_name""))",Chrome 101.0.4951.54,,,2022-05-12 13:29:42,2022-05-12 13:29:46,3.528s,PASSED
"click(findTestObject(""WEB/Homepage/DetailProduct/button_Detail""))",Chrome 101.0.4951.54,,,2022-05-12 13:29:46,2022-05-12 13:29:46,0.497s,PASSED
"d_name = getText(findTestObject(""WEB/Homepage/DetailProduct/Detail_name""))",Chrome 101.0.4951.54,,,2022-05-12 13:29:46,2022-05-12 13:29:48,1.496s,PASSED
"verifyEqual(name, d_name)",Chrome 101.0.4951.54,,,2022-05-12 13:29:48,2022-05-12 13:29:48,0.047s,PASSED
,,,,,,,
Test Cases/WEB/Homepage/FilterByCategory,Chrome 101.0.4951.54,,,2022-05-12 13:29:48,2022-05-12 13:30:12,24.316s,PASSED
"openBrowser("""")",Chrome 101.0.4951.54,,,2022-05-12 13:29:48,2022-05-12 13:29:50,2.282s,PASSED
"navigateToUrl(""https://qa.alta.id/"")",Chrome 101.0.4951.54,,,2022-05-12 13:29:50,2022-05-12 13:30:05,14.763s,PASSED
"click(findTestObject(""WEB/Homepage/SelectCategory/select_category""))",Chrome 101.0.4951.54,,,2022-05-12 13:30:05,2022-05-12 13:30:09,3.968s,PASSED
"click(findTestObject(""WEB/Homepage/SelectCategory/div_kesehatan""))",Chrome 101.0.4951.54,,,2022-05-12 13:30:09,2022-05-12 13:30:10,0.705s,PASSED
"verifyElementPresent(findTestObject(""WEB/Homepage/SelectCategory/product_empty""), 0)",Chrome 101.0.4951.54,,,2022-05-12 13:30:10,2022-05-12 13:30:12,2.230s,PASSED
,,,,,,,
Test Cases/WEB/Homepage/CloseSelectCategory,Chrome 101.0.4951.54,,,2022-05-12 13:30:12,2022-05-12 13:30:18,6.081s,PASSED
"click(findTestObject(""WEB/Homepage/SelectCategory/close_category""))",Chrome 101.0.4951.54,,,2022-05-12 13:30:12,2022-05-12 13:30:13,0.482s,PASSED
"verifyElementPresent(findTestObject(""WEB/Homepage/SelectCategory/product_element_nocategory""), 2)",Chrome 101.0.4951.54,,,2022-05-12 13:30:13,2022-05-12 13:30:18,5.234s,PASSED
,,,,,,,
Test Cases/WEB/Auth/Login_Success,Chrome 101.0.4951.54,,,2022-05-12 13:30:18,2022-05-12 13:30:45,26.667s,PASSED
"openBrowser("""")",Chrome 101.0.4951.54,,,2022-05-12 13:30:19,2022-05-12 13:30:21,2.280s,PASSED
"navigateToUrl(""https://qa.alta.id/"")",Chrome 101.0.4951.54,,,2022-05-12 13:30:21,2022-05-12 13:30:32,11.272s,PASSED
"click(findTestObject(""WEB/Auth/Login/login_ico""))",Chrome 101.0.4951.54,,,2022-05-12 13:30:32,2022-05-12 13:30:35,3.345s,PASSED
"setText(findTestObject(""WEB/Auth/Login/email_txtbox""), ""salsabila@gmail.com"")",Chrome 101.0.4951.54,,,2022-05-12 13:30:35,2022-05-12 13:30:37,1.593s,PASSED
"setText(findTestObject(""WEB/Auth/Login/password_txtbox""), ""salsabila"")",Chrome 101.0.4951.54,,,2022-05-12 13:30:37,2022-05-12 13:30:38,0.873s,PASSED
"click(findTestObject(""WEB/Auth/Login/login_btn""))",Chrome 101.0.4951.54,,,2022-05-12 13:30:38,2022-05-12 13:30:38,0.480s,PASSED
"verifyElementPresent(findTestObject(""WEB/Auth/Logout/user_ico""), 2, CONTINUE_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-12 13:30:38,2022-05-12 13:30:45,6.361s,PASSED
,,,,,,,
Test Cases/WEB/Homepage/AddToCart,Chrome 101.0.4951.54,,,2022-05-12 13:30:45,2022-05-12 13:30:52,7.667s,PASSED
"callTestCase(findTestCase(""WEB/Auth/Login_Success""), [:], CONTINUE_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-12 13:30:45,2022-05-12 13:30:45,0.004s,NOT_RUN
"navigateToUrl(""https://qa.alta.id/"")",Chrome 101.0.4951.54,,,2022-05-12 13:30:45,2022-05-12 13:30:46,0.871s,PASSED
"click(findTestObject(""WEB/Homepage/AddToCart/button_Beli""))",Chrome 101.0.4951.54,,,2022-05-12 13:30:46,2022-05-12 13:30:50,4.156s,PASSED
"name = getText(findTestObject(""WEB/Homepage/AddToCart/div_name""))",Chrome 101.0.4951.54,,,2022-05-12 13:30:50,2022-05-12 13:30:51,0.562s,PASSED
"click(findTestObject(""WEB/Homepage/AddToCart/button_Cart""))",Chrome 101.0.4951.54,,,2022-05-12 13:30:51,2022-05-12 13:30:51,0.452s,PASSED
"cName = getText(findTestObject(""WEB/Homepage/AddToCart/div_cartName""))",Chrome 101.0.4951.54,,,2022-05-12 13:30:51,2022-05-12 13:30:52,0.659s,PASSED
"verifyEqual(name, cName)",Chrome 101.0.4951.54,,,2022-05-12 13:30:52,2022-05-12 13:30:52,0.003s,PASSED
"verifyElementText(findTestObject(""WEB/Homepage/AddToCart/jml_product""), ""1"")",Chrome 101.0.4951.54,,,2022-05-12 13:30:52,2022-05-12 13:30:52,0.482s,PASSED
,,,,,,,
Test Cases/WEB/Homepage/IncreaseQuantity,Chrome 101.0.4951.54,,,2022-05-12 13:30:52,2022-05-12 13:31:02,9.391s,PASSED
"callTestCase(findTestCase(""WEB/Homepage/AddToCart""), [:], CONTINUE_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-12 13:30:53,2022-05-12 13:30:59,6.533s,PASSED
"jml = getText(findTestObject(""WEB/Homepage/AddToCart/jml_product""))",Chrome 101.0.4951.54,,,2022-05-12 13:30:59,2022-05-12 13:31:00,0.331s,PASSED
"price = Integer.parseInt(getText(findTestObject(""WEB/Transactions/IncreaseQuantity/price"")))",Chrome 101.0.4951.54,,,2022-05-12 13:31:00,2022-05-12 13:31:00,0.351s,PASSED
"total_awal = Integer.parseInt(getText(findTestObject(""WEB/Transactions/IncreaseQuantity/total_price"")))",Chrome 101.0.4951.54,,,2022-05-12 13:31:00,2022-05-12 13:31:00,0.336s,PASSED
"click(findTestObject(""WEB/Transactions/IncreaseQuantity/add_quantity""))",Chrome 101.0.4951.54,,,2022-05-12 13:31:00,2022-05-12 13:31:01,0.423s,PASSED
"jml_2 = getText(findTestObject(""WEB/Homepage/AddToCart/jml_product""))",Chrome 101.0.4951.54,,,2022-05-12 13:31:01,2022-05-12 13:31:01,0.458s,PASSED
"total_akhir = Integer.parseInt(getText(findTestObject(""WEB/Transactions/IncreaseQuantity/total_price"")))",Chrome 101.0.4951.54,,,2022-05-12 13:31:01,2022-05-12 13:31:02,0.588s,PASSED
"verifyEqual(jml + 1, jml_2)",Chrome 101.0.4951.54,,,2022-05-12 13:31:02,2022-05-12 13:31:02,0.005s,PASSED
"verifyEqual(total_awal + price, total_akhir)",Chrome 101.0.4951.54,,,2022-05-12 13:31:02,2022-05-12 13:31:02,0.004s,PASSED
,,,,,,,
Test Cases/WEB/Homepage/DecreaseQuantity,Chrome 101.0.4951.54,,,2022-05-12 13:31:02,2022-05-12 13:31:15,12.921s,PASSED
"callTestCase(findTestCase(""WEB/Homepage/IncreaseQuantity""), [:], CONTINUE_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-12 13:31:02,2022-05-12 13:31:12,9.995s,PASSED
"jml = getText(findTestObject(""WEB/Homepage/AddToCart/jml_product""))",Chrome 101.0.4951.54,,,2022-05-12 13:31:12,2022-05-12 13:31:13,0.337s,PASSED
"price = Integer.parseInt(getText(findTestObject(""WEB/Transactions/IncreaseQuantity/price"")))",Chrome 101.0.4951.54,,,2022-05-12 13:31:13,2022-05-12 13:31:13,0.321s,PASSED
"total_awal = Integer.parseInt(getText(findTestObject(""WEB/Transactions/IncreaseQuantity/total_price"")))",Chrome 101.0.4951.54,,,2022-05-12 13:31:13,2022-05-12 13:31:13,0.326s,PASSED
