Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Web,Chrome 101.0.4951.54,,,2022-05-12 14:35:02,2022-05-12 14:45:34,10m - 31.893s,FAILED
,,,,,,,
Test Cases/WEB/Homepage/DetailProduct,Chrome 101.0.4951.54,,,2022-05-12 14:35:02,2022-05-12 14:35:14,12.274s,PASSED
"openBrowser("""")",Chrome 101.0.4951.54,,,2022-05-12 14:35:03,2022-05-12 14:35:06,3.245s,PASSED
"navigateToUrl(""https://qa.alta.id/"")",Chrome 101.0.4951.54,,,2022-05-12 14:35:06,2022-05-12 14:35:08,2.404s,PASSED
"name = getText(findTestObject(""WEB/Homepage/DetailProduct/HP_name""))",Chrome 101.0.4951.54,,,2022-05-12 14:35:08,2022-05-12 14:35:12,3.971s,PASSED
"click(findTestObject(""WEB/Homepage/DetailProduct/button_Detail""))",Chrome 101.0.4951.54,,,2022-05-12 14:35:12,2022-05-12 14:35:13,0.525s,PASSED
"d_name = getText(findTestObject(""WEB/Homepage/DetailProduct/Detail_name""))",Chrome 101.0.4951.54,,,2022-05-12 14:35:13,2022-05-12 14:35:14,1.545s,PASSED
"verifyEqual(name, d_name)",Chrome 101.0.4951.54,,,2022-05-12 14:35:14,2022-05-12 14:35:14,0.038s,PASSED
,,,,,,,
Test Cases/WEB/Homepage/FilterByCategory,Chrome 101.0.4951.54,,,2022-05-12 14:35:14,2022-05-12 14:36:24,1m - 9.263s,FAILED
"openBrowser("""")",Chrome 101.0.4951.54,,,2022-05-12 14:35:15,2022-05-12 14:35:15,0.003s,NOT_RUN
"navigateToUrl(""https://qa.alta.id/"")",Chrome 101.0.4951.54,,,2022-05-12 14:35:15,2022-05-12 14:35:15,0.001s,NOT_RUN
"click(findTestObject(""WEB/Homepage/SelectCategory/select_category""))",Chrome 101.0.4951.54,,,2022-05-12 14:35:15,2022-05-12 14:35:15,0.430s,PASSED
"click(findTestObject(""WEB/Homepage/SelectCategory/div_kesehatan""))",Chrome 101.0.4951.54,,,2022-05-12 14:35:15,2022-05-12 14:35:52,36.977s,FAILED
"verifyElementPresent(findTestObject(""WEB/Homepage/SelectCategory/product_empty""), 0)",Chrome 101.0.4951.54,,,2022-05-12 14:35:52,2022-05-12 14:36:24,31.388s,FAILED
,,,,,,,
Test Cases/WEB/Homepage/CloseSelectCategory,Chrome 101.0.4951.54,,,2022-05-12 14:36:24,2022-05-12 14:37:01,37.402s,FAILED
"click(findTestObject(""WEB/Homepage/SelectCategory/close_category""))",Chrome 101.0.4951.54,,,2022-05-12 14:36:24,2022-05-12 14:36:58,33.560s,FAILED
"verifyElementPresent(findTestObject(""WEB/Homepage/SelectCategory/product_element_nocategory""), 2)",Chrome 101.0.4951.54,,,2022-05-12 14:36:58,2022-05-12 14:37:01,3.305s,FAILED
,,,,,,,
Test Cases/WEB/Auth/Login_Success,Chrome 101.0.4951.54,,,2022-05-12 14:37:01,2022-05-12 14:37:22,20.422s,PASSED
"openBrowser("""")",Chrome 101.0.4951.54,,,2022-05-12 14:37:01,2022-05-12 14:37:04,2.328s,PASSED
"navigateToUrl(""https://qa.alta.id/"")",Chrome 101.0.4951.54,,,2022-05-12 14:37:04,2022-05-12 14:37:07,3.310s,PASSED
"click(findTestObject(""WEB/Auth/Login/login_ico""))",Chrome 101.0.4951.54,,,2022-05-12 14:37:07,2022-05-12 14:37:12,5.122s,PASSED
"setText(findTestObject(""WEB/Auth/Login/email_txtbox""), ""salsabila@gmail.com"")",Chrome 101.0.4951.54,,,2022-05-12 14:37:12,2022-05-12 14:37:14,1.443s,PASSED
"setText(findTestObject(""WEB/Auth/Login/password_txtbox""), ""salsabila"")",Chrome 101.0.4951.54,,,2022-05-12 14:37:14,2022-05-12 14:37:14,0.805s,PASSED
"click(findTestObject(""WEB/Auth/Login/login_btn""))",Chrome 101.0.4951.54,,,2022-05-12 14:37:14,2022-05-12 14:37:15,0.418s,PASSED
"verifyElementPresent(findTestObject(""WEB/Auth/Logout/user_ico""), 2, CONTINUE_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-12 14:37:15,2022-05-12 14:37:22,6.611s,PASSED
,,,,,,,
Test Cases/WEB/Homepage/AddToCart,Chrome 101.0.4951.54,,,2022-05-12 14:37:22,2022-05-12 14:37:29,7.490s,PASSED
"callTestCase(findTestCase(""WEB/Auth/Login_Success""), [:], CONTINUE_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-12 14:37:22,2022-05-12 14:37:22,0.001s,NOT_RUN
"navigateToUrl(""https://qa.alta.id/"")",Chrome 101.0.4951.54,,,2022-05-12 14:37:22,2022-05-12 14:37:22,0.535s,PASSED
"click(findTestObject(""WEB/Homepage/AddToCart/button_Beli""))",Chrome 101.0.4951.54,,,2022-05-12 14:37:22,2022-05-12 14:37:26,4.012s,PASSED
"name = getText(findTestObject(""WEB/Homepage/AddToCart/div_name""))",Chrome 101.0.4951.54,,,2022-05-12 14:37:26,2022-05-12 14:37:27,0.538s,PASSED
"click(findTestObject(""WEB/Homepage/AddToCart/button_Cart""))",Chrome 101.0.4951.54,,,2022-05-12 14:37:27,2022-05-12 14:37:27,0.559s,PASSED
"cName = getText(findTestObject(""WEB/Homepage/AddToCart/div_cartName""))",Chrome 101.0.4951.54,,,2022-05-12 14:37:27,2022-05-12 14:37:29,1.118s,PASSED
"verifyEqual(name, cName)",Chrome 101.0.4951.54,,,2022-05-12 14:37:29,2022-05-12 14:37:29,0.005s,PASSED
"verifyElementText(findTestObject(""WEB/Homepage/AddToCart/jml_product""), ""1"")",Chrome 101.0.4951.54,,,2022-05-12 14:37:29,2022-05-12 14:37:29,0.400s,PASSED
,,,,,,,
Test Cases/WEB/Homepage/IncreaseQuantity,Chrome 101.0.4951.54,,,2022-05-12 14:37:29,2022-05-12 14:37:32,2.887s,PASSED
"callTestCase(findTestCase(""WEB/Homepage/AddToCart""), [:], CONTINUE_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-12 14:37:29,2022-05-12 14:37:29,0.001s,NOT_RUN
"jml = getText(findTestObject(""WEB/Homepage/AddToCart/jml_product""))",Chrome 101.0.4951.54,,,2022-05-12 14:37:29,2022-05-12 14:37:30,0.354s,PASSED
"price = Integer.parseInt(getText(findTestObject(""WEB/Transactions/IncreaseQuantity/price"")))",Chrome 101.0.4951.54,,,2022-05-12 14:37:30,2022-05-12 14:37:30,0.352s,PASSED
"total_awal = Integer.parseInt(getText(findTestObject(""WEB/Transactions/IncreaseQuantity/total_price"")))",Chrome 101.0.4951.54,,,2022-05-12 14:37:30,2022-05-12 14:37:30,0.359s,PASSED
"click(findTestObject(""WEB/Transactions/IncreaseQuantity/add_quantity""))",Chrome 101.0.4951.54,,,2022-05-12 14:37:30,2022-05-12 14:37:31,0.425s,PASSED
