Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
REST_API,,,,2022-05-12 16:08:58,2022-05-12 16:09:34,36.654s,PASSED
,,,,,,,
Test Cases/REST_API/01_Categories/TC01_GetAllCategories,,,,2022-05-12 16:08:58,2022-05-12 16:09:01,2.933s,PASSED
"Response = sendRequest(findTestObject(""REST_API/01_Categories/GetAllCategories""))",,,,2022-05-12 16:08:59,2022-05-12 16:09:01,2.136s,PASSED
"verifyResponseStatusCode(Response, 200)",,,,2022-05-12 16:09:01,2022-05-12 16:09:01,0.044s,PASSED
"verifyElementPropertyValue(Response, ""data[0].ID"", 1)",,,,2022-05-12 16:09:01,2022-05-12 16:09:01,0.121s,PASSED
,,,,,,,
Test Cases/REST_API/01_Categories/TC02_CreateCategory,,,,2022-05-12 16:09:01,2022-05-12 16:09:02,1.059s,PASSED
"Response = sendRequest(findTestObject(""REST_API/01_Categories/CreateCategory""))",,,,2022-05-12 16:09:02,2022-05-12 16:09:02,0.448s,PASSED
"verifyResponseStatusCode(Response, 200)",,,,2022-05-12 16:09:02,2022-05-12 16:09:02,0.010s,PASSED
"verifyElementPropertyValue(Response, ""data.Name"", ""health"")",,,,2022-05-12 16:09:02,2022-05-12 16:09:02,0.073s,PASSED
,,,,,,,
Test Cases/REST_API/01_Categories/TC03_CreateCategoryInvalidName,,,,2022-05-12 16:09:02,2022-05-12 16:09:03,0.985s,PASSED
"Response = sendRequest(findTestObject(""REST_API/01_Categories/CreateCategory_InvalidName""))",,,,2022-05-12 16:09:03,2022-05-12 16:09:03,0.483s,PASSED
"verifyResponseStatusCode(Response, 400)",,,,2022-05-12 16:09:03,2022-05-12 16:09:03,0.010s,PASSED
"verifyElementPropertyValue(Response, ""error"", ""invalid character 'h' looking for beginning of value"")",,,,2022-05-12 16:09:03,2022-05-12 16:09:03,0.044s,PASSED
,,,,,,,
Test Cases/REST_API/01_Categories/TC04_CreateCategoryEmptyName,,,,2022-05-12 16:09:03,2022-05-12 16:09:04,0.823s,PASSED
"Response = sendRequest(findTestObject(""REST_API/01_Categories/CreateCategory_EmptyName""))",,,,2022-05-12 16:09:04,2022-05-12 16:09:04,0.377s,PASSED
"verifyResponseStatusCode(Response, 500)",,,,2022-05-12 16:09:04,2022-05-12 16:09:04,0.005s,PASSED
"verifyElementPropertyValue(Response, ""error"", ""ERROR: new row for relation ""categories"" violates check constraint ""categories_name_check"" (SQLSTATE 23514)"")",,,,2022-05-12 16:09:04,2022-05-12 16:09:04,0.027s,PASSED
,,,,,,,
Test Cases/REST_API/01_Categories/TC05_CreateCategory_EmptyData,,,,2022-05-12 16:09:04,2022-05-12 16:09:05,0.943s,PASSED
"Response = sendRequest(findTestObject(""REST_API/01_Categories/CreateCategory_EmptyData""))",,,,2022-05-12 16:09:05,2022-05-12 16:09:05,0.542s,PASSED
"verifyResponseStatusCode(Response, 400)",,,,2022-05-12 16:09:05,2022-05-12 16:09:05,0.010s,PASSED
"verifyElementPropertyValue(Response, ""error"", ""EOF"")",,,,2022-05-12 16:09:05,2022-05-12 16:09:05,0.024s,PASSED
,,,,,,,
Test Cases/REST_API/02_Products/TC01_GetAllProduct,,,,2022-05-12 16:09:05,2022-05-12 16:09:07,1.593s,PASSED
"Response = sendRequest(findTestObject(""REST_API/02_Products/GetAllProduct""))",,,,2022-05-12 16:09:05,2022-05-12 16:09:07,1.177s,PASSED
"verifyResponseStatusCode(Response, 200)",,,,2022-05-12 16:09:07,2022-05-12 16:09:07,0.004s,PASSED
,,,,,,,
Test Cases/REST_API/02_Products/TC02_GetProductById,,,,2022-05-12 16:09:07,2022-05-12 16:09:07,0.742s,PASSED
"Response = sendRequest(findTestObject(""REST_API/02_Products/GetProductById""))",,,,2022-05-12 16:09:07,2022-05-12 16:09:07,0.340s,PASSED
"verifyResponseStatusCode(Response, 200)",,,,2022-05-12 16:09:07,2022-05-12 16:09:07,0.004s,PASSED
"verifyElementPropertyValue(Response, ""data.ID"", 478)",,,,2022-05-12 16:09:07,2022-05-12 16:09:07,0.056s,PASSED
,,,,,,,
Test Cases/REST_API/02_Products/TC03_GetProductByInvalidId,,,,2022-05-12 16:09:07,2022-05-12 16:09:08,1.018s,PASSED
"Response = sendRequest(findTestObject(""REST_API/02_Products/GetProductById_InvalidID""))",,,,2022-05-12 16:09:08,2022-05-12 16:09:08,0.396s,PASSED
"verifyResponseStatusCode(Response, 404)",,,,2022-05-12 16:09:08,2022-05-12 16:09:08,0.004s,PASSED
"verifyElementPropertyValue(Response, ""error"", ""record not found"")",,,,2022-05-12 16:09:08,2022-05-12 16:09:08,0.033s,PASSED
,,,,,,,
Test Cases/REST_API/02_Products/TC04_CreateProduct,,,,2022-05-12 16:09:08,2022-05-12 16:09:09,0.809s,PASSED
"Response = sendRequest(findTestObject(""REST_API/02_Products/CreateProduct""))",,,,2022-05-12 16:09:09,2022-05-12 16:09:09,0.375s,PASSED
